Count,Zip Code,Latitude,Longitude,Tenure Months,Monthly Charges,Churn Value,Churn Score,CLTV
1,93640,36.687292,-120.437354,58,103.25,1,74,6105
1,93641,36.696759,-119.024051,70,104.0,1,80,4544
1,93647,36.600185,-119.175655,2,86.2,1,95,2969
1,93650,36.841655,-119.797113,21,111.2,1,89,4123
1,93660,36.600193,-120.153393,16,89.45,1,73,3696
1,93662,36.545322,-119.642281,7,95.6,1,83,3265
1,93665,36.959731,-120.653519,60,90.95,1,76,4111
1,93667,36.993666,-119.348267,50,108.55,1,82,4274
1,93675,36.719141,-119.202677,4,78.85,1,72,5301
1,93703,36.768774,-119.762633,1,44.4,1,89,3522
1,93706,36.654614,-119.903674,55,100.0,1,83,5679
1,93711,36.833002,-119.82947,12,19.8,1,94,2653
1,93721,36.732694,-119.783786,1,89.9,1,80,5951
1,93920,36.092975,-121.549826,62,100.15,1,91,5600
1,93923,36.460611,-121.852507,1,50.8,1,85,3718
1,93928,35.930782,-121.189757,20,73.65,1,95,5849
1,93930,36.220761,-120.980777,3,95.1,1,77,5861
1,93932,35.989792,-121.055933,22,94.65,1,85,3665
1,93933,36.689582,-121.758398,4,80.6,1,86,3080
1,93953,36.587497,-121.944815,59,85.55,1,80,6304
1,94002,37.509366,-122.306132,60,50.8,1,67,4941
1,94014,37.691561,-122.445202,15,105.1,1,84,2122
1,94021,37.266388,-122.26308,10,110.1,1,76,5803
1,94024,37.352911,-122.093002,6,83.9,1,97,3962
1,94040,37.380662,-122.086022,63,100.55,1,79,5413
1,94043,37.419725,-122.062947,50,103.85,1,100,5812
1,94060,37.22565,-122.297533,1,24.6,1,76,5768
1,94066,37.624436,-122.430661,12,98.9,1,71,5559
1,94080,37.654436,-122.426468,9,98.3,1,81,2954
1,94086,37.378541,-122.020456,17,93.85,1,93,4940
1,94102,37.7795,-122.419233,9,100.5,1,70,4038
1,94108,37.791998,-122.408653,10,72.85,1,99,3189
1,94114,37.758085,-122.434801,1,73.55,1,94,4369
1,94130,37.820894,-122.369725,3,79.4,1,91,3501
1,94131,37.746699,-122.442833,13,81.15,1,79,4806
1,94304,37.386978,-122.177746,4,84.6,1,83,2467
1,94402,37.556634,-122.317723,6,79.05,1,99,3263
1,94509,37.980057,-121.801599,3,74.4,1,97,2054
1,94512,38.140719,-121.838298,35,99.05,1,82,2074
1,94514,37.83323,-121.601461,2,44.95,1,84,5900
1,94520,38.013825,-122.039144,1,44.7,1,74,3700
1,94538,37.505768,-121.962472,1,45.7,1,72,3571
1,94539,37.516791,-121.899117,8,100.3,1,74,5084
1,94541,37.674002,-122.076796,7,19.25,1,82,4489
1,94545,37.62984,-122.120843,2,96.0,1,83,3391
1,94546,37.708327,-122.083473,1,90.55,1,72,2627
1,94550,37.571748,-121.659562,44,30.35,1,96,4829
1,94553,38.014457,-122.115432,71,108.05,1,81,5200
1,94555,37.555473,-122.080312,1,69.9,1,84,5367
1,94558,38.489789,-122.27011,62,103.75,1,91,5052
1,94564,37.996462,-122.293716,1,86.6,1,93,5228
1,94566,37.633361,-121.862395,33,80.6,1,72,3601
1,94579,37.687264,-122.15728,35,85.3,1,88,2455
1,94580,37.676249,-122.132415,34,70.0,1,93,2318
1,94583,37.766556,-121.976784,4,94.3,1,99,5419
1,94587,37.59485,-122.051521,7,95.35,1,92,3077
1,94588,37.685052,-121.912061,27,75.5,1,65,2377
1,94595,37.862128,-122.075197,18,90.1,1,80,4260
1,94596,37.900662,-122.052782,2,68.95,1,84,5225
1,94598,37.916648,-122.008483,32,99.55,1,71,5026
1,94606,37.792489,-122.244314,18,57.45,1,84,2989
1,94607,37.80707,-122.297401,12,53.65,1,78,2595
1,94704,37.871416,-122.246597,8,100.6,1,90,5906
1,94706,37.890274,-122.295192,26,83.75,1,84,2404
1,94707,37.897753,-122.279391,3,88.3,1,68,4486
1,94710,37.872902,-122.303708,8,92.1,1,81,5662
1,94903,38.018065,-122.546024,38,79.45,1,85,2405
1,94904,37.946617,-122.563571,14,90.45,1,96,4777
1,94923,38.377165,-123.037957,32,69.75,1,96,2356
1,94931,38.326215,-122.718742,1,19.65,1,99,5881
1,94933,38.010092,-122.689442,12,43.65,1,74,2437
1,94939,37.937082,-122.532369,5,39.5,1,93,2863
1,94940,38.129308,-122.834815,40,97.1,1,67,3099
1,94945,38.135897,-122.563683,5,80.0,1,97,3937
1,94946,38.065359,-122.665566,10,84.7,1,69,5686
1,94947,38.112166,-122.634384,2,89.55,1,73,3851
1,94949,38.067204,-122.524004,23,90.6,1,82,4359
1,94960,37.99272,-122.575026,23,90.05,1,67,4650
1,94965,37.848641,-122.515692,49,99.05,1,100,5157
1,94971,38.240769,-122.901041,2,69.75,1,68,5667
1,94972,38.339996,-122.935056,2,49.05,1,98,2960
1,95002,37.449537,-121.994813,7,98.05,1,86,2561
1,95006,37.171727,-122.142961,41,114.5,1,80,3038
1,95017,37.114335,-122.237162,2,80.95,1,65,3533
1,95019,36.936228,-121.785559,13,74.3,1,97,2995
1,95020,37.03889,-121.528955,11,89.7,1,89,2202
1,95030,37.222842,-121.988727,17,100.45,1,87,5508
1,95046,37.084697,-121.606417,25,90.4,1,100,5801
1,95062,36.974575,-121.991149,3,56.15,1,83,2539
1,95112,37.343827,-121.883119,4,94.4,1,74,4249
1,95116,37.350284,-121.852855,37,78.95,1,97,3982
1,95125,37.294926,-121.894763,19,44.85,1,72,5182
1,95128,37.316146,-121.936285,39,105.65,1,96,4687
1,95129,37.305622,-122.000887,7,74.65,1,75,3331
1,95134,37.42765,-121.945416,14,64.7,1,86,4049
1,95135,37.28682,-121.723877,11,104.05,1,82,4553
1,95209,38.044523,-121.348048,1,35.55,1,71,3958
1,95219,38.029729,-121.387999,2,95.15,1,82,2414
1,95220,38.200231,-121.235034,13,96.65,1,75,5295
1,95232,38.358464,-120.579304,3,80.4,1,89,3834
1,95236,38.047746,-121.030499,1,31.35,1,85,3605
1,95240,38.123544,-121.159078,12,89.75,1,97,5671
1,95252,38.156971,-120.849231,60,94.4,1,99,4990
1,95255,38.41935,-120.469545,1,19.85,1,66,3874
1,95301,37.321233,-120.656354,6,109.9,1,69,5750
1,95305,37.818589,-120.256995,15,101.35,1,99,3025
1,95310,38.085839,-120.37855,21,60.05,1,70,4716
1,95315,37.422961,-120.765493,1,60.15,1,91,4611
1,95323,37.605926,-120.69955,7,90.45,1,98,5356
1,95335,38.109125,-120.078597,53,94.25,1,96,5414
1,95338,37.526791,-119.99437,1,74.9,1,84,2548
1,95346,38.121601,-120.133915,1,80.25,1,69,2502
1,95350,37.671806,-121.007575,17,69.0,1,77,3368
1,95351,37.621458,-121.012295,11,66.35,1,91,2860
1,95356,37.716186,-121.025836,19,86.0,1,98,4857
1,95357,37.670526,-120.877572,3,80.3,1,72,3212
1,95361,37.785033,-120.776141,24,90.55,1,67,5927
1,95367,37.734971,-120.954271,2,75.9,1,86,2101
1,95368,37.713152,-121.08739,1,45.85,1,73,3706
1,95369,37.521708,-120.426843,16,49.95,1,78,4840
1,95382,37.529656,-120.854357,34,78.3,1,77,2777
1,95387,37.546007,-121.28257,3,76.95,1,92,4428
1,95389,37.704267,-119.607001,16,96.15,1,96,5913
1,95407,38.394091,-122.739814,1,45.3,1,66,4568
1,95409,38.468893,-122.580539,15,19.4,1,87,5379
1,95417,39.710591,-123.682799,11,90.15,1,66,5250
1,95420,39.361283,-123.784599,1,45.05,1,98,4094
1,95422,38.965804,-122.631779,1,75.8,1,70,3940
1,95425,38.801936,-122.938935,7,79.3,1,69,3830
1,95427,39.239818,-123.565432,2,30.9,1,98,2860
1,95431,38.348884,-122.51699,46,95.25,1,90,3180
1,95439,38.493888,-122.777141,68,89.6,1,69,5651
1,95445,38.848082,-123.50608,59,110.15,1,97,4601
1,95464,39.12334,-122.838198,7,89.5,1,89,3077
1,95471,38.522328,-122.97932,8,75.0,1,80,2587
1,95482,39.134075,-123.23422,6,44.75,1,78,2087
1,95493,39.222323,-122.985488,11,44.05,1,84,3200
1,95511,40.166028,-123.584144,15,85.6,1,83,4981
1,95519,40.965011,-124.015255,70,115.55,1,87,4838
1,95524,40.825486,-124.049485,16,86.6,1,81,2508
1,95525,40.94338,-123.831799,18,85.2,1,77,3326
1,95526,40.372532,-123.525626,34,97.65,1,87,3979
1,95531,41.701223,-124.003393,47,109.55,1,90,5863
1,95536,40.4785,-124.301372,39,89.55,1,65,3849
1,95545,40.342928,-124.063329,1,19.45,1,78,5687
1,95550,40.7666,-123.80458,4,20.35,1,81,4133
1,95551,40.665952,-124.240051,1,69.25,1,75,4371
1,95553,40.210895,-123.86,59,99.5,1,76,6098
1,95562,40.485849,-124.163234,1,25.2,1,67,5688
1,95563,40.89866,-123.539754,2,45.0,1,93,5704
1,95567,41.950683,-124.097094,1,20.15,1,70,4103
1,95568,41.444606,-123.471895,66,105.0,1,96,5723
1,95570,41.162295,-124.027381,3,54.7,1,66,3335
1,95589,40.053159,-123.995867,14,87.25,1,78,4786
1,95601,38.431407,-120.8421,10,79.95,1,68,5640
1,95608,38.626128,-121.328011,18,88.35,1,96,5727
1,95616,38.508735,-121.678813,9,94.75,1,83,2893
1,95618,38.544002,-121.685559,13,95.05,1,97,2230
1,95619,38.683605,-120.811852,4,78.45,1,67,5048
1,95620,38.392821,-121.799917,4,70.2,1,92,5094
1,95624,38.434138,-121.30587,59,41.05,1,70,4324
1,95625,38.349195,-121.902943,10,85.6,1,70,5146
1,95630,38.672638,-121.147403,1,79.2,1,76,4363
1,95635,38.921333,-120.897718,5,70.0,1,77,2673
1,95642,38.336216,-120.76901,1,49.95,1,71,2041
1,95645,38.875508,-121.765866,22,69.25,1,85,2159
1,95653,38.674276,-121.961866,34,94.25,1,88,3369
1,95662,38.689174,-121.218435,41,73.0,1,86,2041
1,95663,38.859093,-121.182872,64,100.05,1,69,5452
1,95668,38.833554,-121.498102,4,99.8,1,89,2268
1,95669,38.489273,-120.891614,18,35.0,1,76,2649
1,95673,38.688764,-121.457596,1,76.0,1,72,2567
1,95681,38.984756,-121.345074,2,93.85,1,72,4193
1,95683,38.470423,-121.114897,15,84.3,1,86,4003
1,95692,39.043387,-121.409837,9,84.4,1,83,5745
1,95694,38.578604,-122.024579,15,101.1,1,97,2055
1,95713,39.084645,-120.894014,1,50.45,1,68,2928
1,95722,39.003358,-121.022539,12,99.95,1,80,5598
1,95728,39.279068,-120.414275,2,91.4,1,80,5100
1,95742,38.591134,-121.161585,5,75.55,1,97,4028
1,95815,38.608405,-121.449942,4,80.8,1,72,5436
1,95824,38.517295,-121.439819,16,100.0,1,68,3794
1,95826,38.542532,-121.378826,1,20.55,1,87,5636
1,95828,38.486938,-121.395805,5,85.3,1,81,2264
1,95831,38.494832,-121.529447,4,70.4,1,88,4494
1,95838,38.646096,-121.442433,37,98.8,1,82,3066
1,95843,38.715498,-121.363411,13,74.4,1,89,3687
1,95864,38.585826,-121.376263,24,98.75,1,85,4016
1,95912,38.982373,-122.047751,61,106.0,1,92,4334
1,95914,39.396585,-121.38029,41,104.7,1,84,3316
1,95923,40.171312,-121.120605,22,96.7,1,93,4458
1,95925,39.461768,-121.195825,2,55.05,1,81,5855
1,95935,39.381174,-121.21191,19,88.2,1,69,5683
1,95937,38.931425,-121.946081,8,19.75,1,89,2247
1,95942,40.077028,-121.494168,15,75.65,1,96,2099
1,95949,39.099204,-121.137962,1,74.7,1,88,3348
1,95954,39.933852,-121.584371,17,76.65,1,87,3182
1,95959,39.333737,-120.858667,1,25.8,1,97,3884
1,95966,39.473896,-121.415927,2,42.6,1,79,4648
1,95970,39.424957,-122.039307,29,68.85,1,79,5449
1,95981,39.58458,-121.093256,2,90.0,1,99,3902
1,95984,40.022184,-121.062384,14,75.35,1,71,4995
1,95993,39.075694,-121.70606,8,100.85,1,97,3849
1,96007,40.448632,-122.306657,5,69.95,1,81,2969
1,96011,41.096569,-121.879082,63,107.5,1,96,6144
1,96014,41.388397,-122.794636,1,45.85,1,94,5930
1,96021,39.913777,-122.289984,53,106.1,1,94,4471
1,96022,40.336392,-122.448533,1,91.7,1,71,4319
1,96024,40.586588,-122.903677,16,95.6,1,96,5915
1,96028,41.017282,-121.468945,1,74.95,1,82,2591
1,96032,41.5837,-122.935922,10,95.35,1,75,5353
1,96041,40.547857,-123.187265,3,45.0,1,77,4145
1,96047,40.524535,-122.647172,66,99.5,1,73,4001
1,96050,41.816595,-122.948287,17,98.6,1,91,5160
1,96051,40.883853,-122.418258,7,59.5,1,91,4661
1,96052,40.704293,-122.803899,12,80.45,1,69,5374
1,96068,41.082472,-121.195215,42,77.95,1,82,5396
1,96073,40.582399,-122.195512,2,74.7,1,81,2803
1,96084,40.923558,-122.059933,1,88.8,1,91,3106
1,96086,41.924174,-123.260788,30,90.25,1,84,5654
1,96087,40.617614,-122.512861,15,64.65,1,89,4780
1,96092,39.955164,-122.018567,13,89.05,1,82,3861
1,96101,41.468877,-120.54229,67,87.4,1,65,4421
1,96108,41.750354,-120.403885,23,94.75,1,95,2740
1,96112,41.932207,-120.135941,35,86.45,1,68,5874
1,96115,41.729079,-120.225025,56,98.25,1,97,4886
1,96116,41.266008,-120.490731,9,75.75,1,96,5105
1,96122,39.786755,-120.445626,17,85.35,1,70,3209
1,96123,40.845738,-120.322219,48,106.1,1,69,5898
1,96133,38.636052,-119.489162,17,45.05,1,65,3797
1,96141,39.117018,-120.212535,34,109.8,1,78,3410
1,96142,39.061227,-120.179546,42,84.65,1,76,4871
1,96145,39.178337,-120.162806,11,79.5,1,68,3469
1,96150,38.911577,-120.106169,1,85.8,1,99,2850
1,96161,39.342498,-120.247127,1,79.1,1,84,5001
1,90004,34.076259,-118.310715,3,44.3,1,88,4903
1,90007,34.027337,-118.28515,50,105.95,1,79,5536
1,90012,34.065875,-118.238728,5,69.75,1,99,3965
1,90013,34.044639,-118.240413,51,94.65,1,100,4747
1,90014,34.043144,-118.251977,46,96.05,1,77,2712
1,90020,34.066367,-118.309868,1,50.15,1,98,3438
1,90023,34.017697,-118.200577,41,113.6,1,96,4963
1,90025,34.046174,-118.446333,29,78.9,1,90,3249
1,90037,34.002642,-118.287596,26,60.05,1,71,2039
1,90045,33.954017,-118.402447,1,34.7,1,81,4476
1,90047,33.958149,-118.308441,3,85.3,1,67,4934
1,90058,34.001617,-118.222274,66,102.45,1,82,4688
1,90059,33.927254,-118.249826,21,104.4,1,67,5570
1,90062,34.003553,-118.308933,1,99.75,1,93,4214
1,90066,34.002028,-118.430656,4,74.4,1,69,3633
1,90230,33.993991,-118.39704,9,74.25,1,76,5393
1,90250,33.914775,-118.348083,1,59.85,1,71,4017
1,90254,33.86532,-118.396336,1,69.6,1,96,3438
1,90262,33.923573,-118.200669,9,45.4,1,81,5028
1,90265,34.074572,-118.831181,1,19.5,1,77,5211
1,90272,34.079449,-118.548306,1,69.9,1,88,3349
1,90277,33.830453,-118.384565,2,87.15,1,72,4149
1,90292,33.977468,-118.445475,3,84.75,1,100,2014
1,90303,33.936291,-118.332639,14,89.95,1,97,5463
1,90620,33.845706,-118.012204,41,113.2,1,89,3380
1,90621,33.874224,-117.993368,13,90.5,1,76,5394
1,90623,33.850504,-118.039892,2,79.0,1,92,5239
1,90680,33.801869,-117.995068,18,20.15,1,85,4931
1,90704,33.391181,-118.421305,1,71.65,1,93,2377
1,90706,33.887676,-118.127289,4,20.35,1,76,5984
1,90712,33.840524,-118.148403,38,84.25,1,70,2885
1,90717,33.794209,-118.317354,12,78.1,1,89,4741
1,90740,33.75462,-118.071128,19,89.65,1,74,3046
1,90745,33.822295,-118.26411,10,98.7,1,68,5561
1,90808,33.823943,-118.111335,1,76.35,1,67,5613
1,90810,33.819814,-118.222416,23,79.15,1,68,5216
1,90813,33.781086,-118.199049,32,85.0,1,94,4584
1,91030,34.110444,-118.156957,32,85.3,1,75,2712
1,91040,34.282704,-118.312929,31,86.55,1,74,4198
1,91042,34.296574,-118.244839,19,73.85,1,89,2251
1,91202,34.167926,-118.267539,57,44.85,1,82,5172
1,91204,34.136306,-118.26036,1,45.1,1,79,4499
1,91206,34.162515,-118.203869,24,96.0,1,71,3068
